original_text,translated_text,experience
बैटरी लाइफ बात 11 घंटे 9 मिनट चली ।,Battery life talk lasted 11 hours 9 minutes.,neutral
फिल्म खास बात मल्टिपल अवॉर्ड जीतने फिल्म बेहद साधारण होकर असाधारण बन पड़ी ।,The film special thing became very simple to win the Multiple Award and became extraordinary.,positive
फीचरों नजर डालें निकॉन d5300 1920 x 1080 रेज्‍यूलूशन सपोर्ट 60 पिक्‍सल फुल एचडी रिकार्डिंग सुविधा दी गई ।,Features Awaken Nikon D5300 1920 x 1080 resolution support 60 piksal full HD recording facility.,positive
"एपल आईपैड 4 समय उपलब्ध सर्वोत्तम बड़ा टेबलेट , खरीद ।","Apple iPad 4 Time available Best Big Tablet, Purchase.",positive
"एन्वी डीवी6 ब्लू रे ड्राइव , जबकि लगभग मूल्य जेड580 सुविधा उपलब्ध ।","Envi DV6 Blue Ray Drive, while approximately the price Z580 feature available.",negative
"यहां चित्रण , विवरण प्रस्तुति मुखर ।","Here illustration, detail presentation vocal.",positive
वास्तव वॉच बेहद रेस्पॉंसिव हमेशा सही रिजल्ट्स देती ।,Actually the watch is very responding to the very accurate results.,positive
दिबाकर बनर्जी शरदिंदु बनर्जी 32 कहानियों अधिकार लेकर फिल्म डिटेक्टिव ब्योमकेश बक्शी सुविधानुसार इस्तेमाल ।,Dibakar Banerjee Shardindu Banerjee using 32 stories rights and used as per the film detective Bakshi Bakshi convenience.,neutral
डिवाइस 4gb इंटरनल मेमोरी sdhc कार्ड सहायता बढ़ा 32gb ।,Device 4GB internal memory SDHC card assistance increased 32GB.,neutral
कमी टेबलेट पूरी प्लास्टिक इस्तेमाल ।,Lack tablet use complete plastic.,negative
डिवाइस मेजरमेंट 162 mm x 115 mm x 76 mm ।,The device measurement 162 mm x 115 mm x 76 mm.,neutral
इनके जारी जानी वाली तस्वीरों रेजोल्युशन 4के यूएचडी शानदार ।,His released photos Rejolution 4 K UHD Fantastic.,positive
"स्क्रीन बेस वेंटिलेशन दी गई , जिससे आईमॅक साउंडलेस रहता ।","Screen base ventilation was given, causing IMAC soundless.",positive
प्रदान किये गए इयरफोन म्युजीक क्वालिटि खास ।,The earphone music quality provided.,neutral
एयरटेल पॉकेट टीवी सर्विस एप्प कोर्इ स्पोर्ट्स चैनल उपलब्ध खास नुकसान ।,Airtel Pocket TV Service App Ai Sports Channel available special disadvantages.,negative
वाटर प्रूप किलोमीटर ।,Water Prup kilometer.,neutral
हाव भाव अभिव्यक्ति कसर रहने देतीं ।,The expression of the expression would have to live.,positive
"क्योंकि वीजीए कैमरा , अतः फोटोग्राफी सवाल उठता ।","Because VGA camera, so photography questions arose.",neutral
दक्षिण एशिया एकमात्र देश ब्रिटिश उपनिवेशवाद बचा ।,South Asia is the only country to survive British colonialism.,neutral
"बैधनाथ आत्मलिंग , महेश्वर्लिंग , कमानालिंग , रावणेश्वर महादेव , श्री वैधनाथलिंग , नर्ग तत्पुरुष बेंगुनाथ आठ नामों जाना जाता ।","Bedhanath Atmalinga, Maheshwariling, Kamanalinga, Ravaneshwar Mahadev, Sri Validathling, Narg Tatpurush Bengunath eight names are known.",neutral
टैबलेट एचडीएमआई केबिल सहायता टीवी जोड़कर टीवी इंटरनेट सर्फ ।,Tablet HDMI cable aid by adding TV internet surf.,neutral
माइक्रोमैक्स टीवी 49 इंच वाला मॉडल थोड़ा ज्यादा एडवांस फीचर्स आता ।,The Micromax TV 49 -inch model comes a little more advanced features.,positive
डिवाइस पावर कीबोर्ड ।,Device Power Keyboard.,positive
7इंच स्क्रीन रेजोल्यूशन 1024 x 600 पिक्सेल ।,7 inch screen resolution 1024 x 600 pixels.,neutral
पीछे ऊपर हिस्से बायीं तरफ एलईडी फ़्लैश 3 मेगापिक्सेल कैमरा ।,LED flash 3 megapixel camera on the back top left.,neutral
परफॉर्मेंस अच्छा ।,Performance good.,positive
"चौथी पीढ़ी आईपैड , गीकबेंच जीएलबेंचमार्क स्कोर बाकी एपल प्रोडक्ट्स पीछे छोड़ देता ।","The fourth generation iPad, the Geekbench G. CILBNCE score would overtake the rest of the Apple products.",positive
"इटली होम ऑफ वल्र्ड हेरिटेज साइट जाता , क्योंकि वहां 50 वल्र्ड हेरिटेज साइट्स ।","Italy goes to the Home of World Heritage Site, as there are 50 World Heritage Sites.",neutral
"अगर रॉयल बंगाल टाइगर करीब देखना , पश्चिम बंगाल दक्षिणी भाग गंगा नदी सुंदरबन डेल्टा क्षेत्र स्थित पार्क सैर ।","If the Royal Bengal Tiger close to see, West Bengal Southern Part Ganga River Park Carry located in the Sunderban Delta region.",neutral
6000 रूपए कीमत फ़ोन बात कहूँगा एंड्राइड फ़ोन ले ।,6000 rupees will say the phone will say and take Android phone.,positive
सब प्रेडिक्टेबल सरल ।,All predictable simple.,neutral
जेनरल पफार्मेंस बेहतर एसफाल्ट 8 गेम बेहतर तरीके खेला ।,General Puffmane Better Esfalt 8 games played better ways.,positive
सारे एप्स आसानी खुलते बंद मल्टीटास्किंग परेशानी सामने आती ।,All the apps openly opened multitasking problems.,positive
एचपी एन्वी डीवी6 स्पेसिफिकेशन लिस्ट नज़र डालें काफी बेहतर मालूम ।,HP Envi DV6 Specification List look better.,positive
अलावा 078 cm स्लिम मेटल बेजल स्क्रीन साइड बॉडी bezel ।,Apart from 078 CM Slim Metal Bezel Screen Side Body Bezel.,positive
नोकिया आशा 503 आपकी आशाओ पानी फेर ।,Nokia Asha 503 Your hope,negative
गेम खेलने विडियो देखने आनन्द उठा ।,Enjoyed watching the video playing videos.,positive
अनुमान अलग किरदारों व्यवहार चौंकाता ।,The estimates are surprised by different characters behavior.,neutral
डिजाइनिंग मामले फोन मेटैलिक बॉडी ग्लास कवर फ्रंट पैनल ।,Designing case phone metallic body glass cover front panel.,positive
ब्योमकेश बक्शी भूमिका सुशांत सिंह राजपूत निभा ।,Bomkesh Bakshi role Sushant Singh Rajput played.,neutral
"mi band मेजरमेंट 14 x 36 x 9mm जबकि , वेट 5 ग्राम ।",Mi band measurement 14 x 36 x 9mm while weight 5 grams.,neutral
4k डिस्प्ले रेजोल्यूशन जाता जिसमें 4000 पिक्सल ।,The 4K display goes to the resolution with 4000 pixels.,neutral
"अच्छा वॉयस कंट्रोल फीचर , जिसके गाने सुनने , लोकेशन मैप पाने , ईमेल भेजने , वेबसाइट जाने सिर्फ बोल आदेश दे ।","Good voice control feature, whose songs listen to, get location map, send emails, go to the website just to order.",positive
उपयोग सहज ।,Use spontaneous.,negative
बैटरी लाइफ अच्छी ।,Battery life good.,positive
नया स्मार्टफ़ोन ड्यूल सिम सपोर्ट आ ।,New smartphone dual sim support come.,neutral
बड़ा डिसप्ले ।,Big display.,positive
टेबलेट वास्तव पतला हल्का ।,Tablet really slightly lighter.,positive
"लैपकेयर स्मार्टफोन , कम्प्यूटर , टैबलेट , लैपटॉप एक्सेसरीज बनाने वाली भारत लीडिंग ब्रांड ।","India leading brand making lapcare smartphones, computers, tablets, laptop accessories.",neutral
डायल ओएलईडी oled स्क्रीन साधारण कलाई घड़ी दिखती ।,Dial OLED OLED screen looks simple wrist clock.,neutral
दिखने अच्छा ।,Good look.,positive
बात अलावा अन्य विशेषताओं हम सन्तुष्ट ।,"Apart from this, we are satisfied.",neutral
"टेबलेट सब , अच्छी शक्ति , बेहतरीन डिस्प्ले अच्छी बैटरी लाइफ ।","Tablet all, good power, great display good battery life.",positive
पहली नजर हमें लगा स्पेसिफिकेशन एंड्रॉयड 40 आईसीएस आधारित बजट सेगमेंट टैबलेट हमें आकर्षित लेगा ।,At first we felt the specification Android 40 ICS based budget segment tablet will attract us.,positive
फोन खासियत इंटेलीजेंट वर्चुअलकी बोर्ड ।,Phone Specialty Intelligent Virtual Board.,positive
हबीब फैजल अवश्य धन्यवाद पात्र ।,Habib Faizal must definitely thank you.,positive
यू सीरीज 5वें जेनरेशन इंटेल कोर प्रोसेसर कोर इंटेल हाइपर थ्रेडिंग टेक्नोलॉजी 4 ज्यादा थ्रेड्स ।,U Series 5th Generation Intel Core Processor Core Intel Hyper Threading Technology 4 more threads.,neutral
बटन सेल बैटरी महीने चल सकती कूकू 2 ।,Button Cell Battery Battery Month Cuku 2.,neutral
निकोन 1 जे5 कैमरे अन्य मॉडल्स तुलना ज्यादा पावरफुल लैंस ।,Nikon 1 J5 camera other models comparison more powerful lens.,positive
वैसे यूरेका छोटी बड़ी कमियों आराम नजरअंदाज ।,"By the way, Eureka is ignored small big shortcomings.",neutral
लगता समस्या तभी आती टैबलेट 3जी 3g नेटवर्क इस्तेमाल हों ।,Tablet 3G 3G networks should be used only when the problem seems to be.,negative
ग्राफिक्स प्रोसेसिंग एडरिनो 203 चिप लगाया ।,Put graphics processing Ederino 203 chip.,neutral
प्लेटफॉर्म एचडी चैनल्स उपलब्ध ।,Platform HD channels available.,negative
एचटीसी आरई एक्शन कैमरा जिसमें सारे ऎसे फीचर्स दिए गए इसें शानदार कैमरा बनाते ।,HTC RE Action Camera in which all such features were given to make great cameras.,positive
दूसरी ध्यान दें पक्ष क देखें माइक्रोसॉफ्ट लुमिया 640xl लोगों बढ़िया चुनाव साधारण तौर स्मार्टफ़ोन इस्तेमाल फ़ोन डाक्यूमेंट्स स्प्रेडशीट ज्यादा काम ।,"Pay the second note, see the side of Microsoft Lumia 640xl People Generally Smartphone Used Phone Documents Spreadsheets more work.",positive
तात्पर्य हिरानी जोशी काबिलियत पीके आमिर खान प्रतिभा निखरती ।,It means Hirani Joshi ability PK Aamir Khan talent.,positive
सेर्विसिंग खराब ।,Servising bad.,negative
चाय सुव्यवस्थित खूबसूरत बागानों अपेक्षा कॉफी पौधे छोटी छोटी झाड़ियों शक्ल बेतरतीबी पहाड़ी ढलानों फैले ।,"Tea streamlined beautiful gardens, coffee plants spread small shrubs, random mountain slopes spread.",positive
प्राकृतिक दृष्टि खूबसूरत स्थान ।,Natural vision beautiful place.,positive
अलावा टैबलेट tablet गेम्स games खेलना मूवी देखना काफी आनंददायक ।,"In addition to playing movie playing tablet tablet games games, pleasing.",positive
किले पहुंचने रास्ता आसान ।,Easy to reach the fort.,negative
सैमसंग गैलेक्सी टैब 3 टैब 2 तुलना खास अपग्रेड ।,Samsung Galaxy Tab 3 tab 2 comparison upgrade.,neutral
"अलावा urbane 3g accelerometer , gyroscope , compass , barometer heart rate monitor सेंसर लगे ।","In addition, Urbane 3G Accelerometer, Gyroscope, Compass, Barometer Heart Rate Monitor Sensor.",neutral
पनी थकान मिटाने दुनिया जगहों गए होंगे जिनकी मिसाल हर देता आज हम खूबसूरत जगहों बारे बात स्पोर्ट्स एडवेंचर भव्यता जानी जाती ।,"The world must have gone to the world to eradicate fatigue, whose examples are given by us, today we talk about the beautiful places, sports adventure grandeur.",positive
शहर लोगों उत्तम अज्ञात चीजें देखना बारे जानना पसंद ।,The city likes to know about seeing the best unknown things.,positive
बॉडी इतनी क्षमता गिरने हद चोटें सह जिससे डिवाइस अंदरूनी दिक्कत आएगी ।,"The body will be hurt by the body to fall, which will cause the device internal problem.",positive
डिस्प्ले 55 इंच प्लास्टिक बॉडी ब्रश्ड मेटालिक फिनिश मात्र 89 मिमी मोटा ।,Display 55 inch plastic body brushed metallic finish only 89 mm thick.,positive
भारत खोज सड़कों सफर सकती ।,India search can travel roads.,neutral
"बड़ी शक्ति 13 एमपी रियर कैमरा , लेजर ऑटो फोकस युक्त ।","Big power containing 13 MP rear camera, laser auto focus.",positive
मतलब टैबलेट सॉफ्टवेयर विंडोज एंड्रॉइड दोनों चलाया ।,Meaning Tablet software run both Windows Android.,neutral
किरदार पर्दे उतारना सहज ।,The character offering the screen is comfortable.,neutral
"जेस्च र , वॉयस फेशियल रिक्गनिशन जैसी क्षमताएं ।","Capacity such as Jestor, Voice Facial Recognition.",positive
ऑफ़लाइन काम ।,Offline work.,positive
इयरफोन इन इयर प्रकार बनावट ऑडियो क्वालिटी सस्ते लगते ।,The earphone in ear type texture audio quality looks cheap.,negative
"होम स्क्रीन हिस्से सामान्य एंड्रायड बटन बैक , होम मल्टीटास्किंग ।","Home Screen Parts General Android button back, home multitasking.",neutral
एंड्रायड 41 जेली बीन ऑपरेटिंग सिस्टम काम ओएस स्किन ।,Android 41 jelly bean operating system work OS Skin.,neutral
"एयरबोर्न शानदार रेसिंग अनुभव देता , रेस आलावा आपको तेज़ गति एरिएल स्टंट , नॉकडाउन ड्रिफ्टिंग ।","Airbourne gives a fantastic racing experience, race, except you fast speed aryel stunts, knockdown drifting.",positive
मंदिर निर्माण बालानंद ब्रह्मचारी अनुयायी ।,Temple construction Balanand Brahmachari followers.,neutral
इसें डोसा मसाला मिक्स मात्र 41 सेकेंड समय लगता जबकि अन्य काम 2 3 मिनट समय लेते ।,It used to take Dosa Masala Mix only 41 seconds while other work would take 2 3 minutes time.,neutral
यों लगता निर्माता तरफ निर्देशक स्पष्ट निर्देश मेकविलीब मसालेदार फिल्म अर्जुन कपूर फिट ।,"Thus, the producer on the producer side, the director's clear instructions, Macwilib spicy film Arjun Kapoor fit.",neutral
"बताने आवश्यकता , नेक्सस 7 स्टॉक एंड्रायड 43 ऑपरेटिंग सिस्टम , टेबलेट्स एंड्रायड 42 ओएस काफी बेहतर ।","Requirement, Nexus 7 Stock Android 43 operating system, tablets Android 42 OS much better.",positive
"बाएं तरफ कोएक्सीअल पोर्ट अतिरिक्त usb पोर्ट , यहां हेडफोन मिनी av आउट जैक मौजूद ।","Cocoxial port additional USB port on the left side, Headphone Mini Av Out Jack was present here.",neutral
मौकों दर्शकों दिल छूती ।,The opportunities touched the audience heart.,positive
"हमने एचडीएमआई एक्सेसरी इस्तेमाल कोशिश , वीडियो क्वालिटी निराशाजनक रही ।","We used HDMI accessory use, video quality disappointing.",negative
इलाहाबाद पर्यटकों घूमने ।,Allahabad tourists visit.,positive
"इस्तेमाल आपके स्मार्टफोंस , पीसी , टेबलेट बड़ी स्क्रीन विडियो स्ट्रीम , संगीत तस्वीरों जाएगा ।","Used your smartphones, PCs, tablets will be big screen video stream, music photos.",neutral
फोन दाएं पैनल वाॅलयूम पावर बटन दिए गए ।,The phone right panel volume power button was given.,neutral
कंपनी विंडो ac 075 टन क्षमता वाला ।,Company window AC 075 ton capacity.,neutral
राजा साहब भूमिका अमीर राजा हुसैन जंचे ।,Raja Saheb Role Amir Raja Hussain Junch jan.,positive
भारत बड़ा पक्षी अभयारण्य 1964 अभयारण्य 1982 राष्ट्रीय उद्यान घोषित ।,India Bada Bird Sanctuary 1964 Sanctuary 1982 declared National Park.,neutral
प्लास्टिक बटन रिस्पोंस काफी अच्छा ।,Plastic button response quite good.,positive
लेनोवो सी26095 इंच डिस्प्ले लेनोवो सी260 लैपटॉप आल इनवन डिवाइस माना क्योंकि आपके काम मनोरंजन साधन बनने सक्षम ।,Lenovo C 26095 inch display Lenovo C220 laptop all innovation device is considered as your work is entertained to become entertainment.,positive
18 ghz क्वाड कोर इंटेल एटम प्रोसेसर टैबलेट 2gb रैम मल्टीटास्किंग बेहतर साबित सकती ।,The 18 GHz Quad Core Intel Atom Processor Tablet 2GB RAM multitasking can prove better.,positive
सैमसंग गैलेक्सी नोट 800 नया फीचर मल्टीस्क्रीन प्रस्तुत ।,Samsung Galaxy Note 800 new feature multispress presented.,neutral
पांचों महिला किरदारों भूमिकाओं संजीदगी निभाया ।,The five female characters played the roles.,positive
"स्मार्टफोन बैंड डिस्प्ले फीचर , यूजर्स इनकमिंग कॉल्स मेसेज बारे बताने अलावा , समय दिखाता ।","Apart from telling the smartphone band display feature, users incoming calls messages, the time would show time.",neutral
"मोटो जी डिज़ाईन फ्लॅशी सरल , बिना दिखावे वाली ज्यादातर बड़े भाई मोटो एक्स ।","Moto G Design Flosions Simple, Most of the elder brother Moto X.",neutral
डिवाइस टेस्टिंग हमने पाया ग्राफिक बेस्ड गेम खेलते कैमरा ऑन गर्म लगा ।,Device testing we found the camera on the camera on the graphic based game looked hot.,negative
"नेक्सस 6 बड़ा फोन , मार्केट फिलहाल उपलब्ध फैबलेट नेक्सस 6 बड़ा फैबलेट ।","Nexus 6 big phone, market currently available Fablet Nexus 6 Bada Fablets.",neutral
4000 एमएएच बैटरी विशेष बनाती ।,4000 mAh battery makes special.,positive
विवोबुक एफ202ई बेहतरीन बनावट खास विशेषता ।,Vivbook F202E Best texture special feature.,positive
आपको मैसेज कनवर्जेशन सुविधा मिलेगी ।,You will get a message conversion facility.,neutral
शुरुआती कंप्‍यूटर यूजरों अच्‍छा विकल्‍प ।,Initial computer users good options.,positive
हलका ।,Light .,positive
"यहां ऑन स्क्रीन बटन एक्स , आपको एप्स किल रैम फ्री सहूलियत देता ।","Here on screen button ex, gives you apps for RAM free convenience.",positive
वॉच हार्ट रेट सेंसर ।,Watch Heart Rate Sensor.,neutral
"जिंक टैबलेट कनेक्ट वाई फाई कनेक्ट सिम स्लॉट जगह वाई फाई , कंपनी यूएसबी होस्टाइल फीचर ।","Zinc Tablet Connect Wi -Fi Connect SIM Slot Place Wi -Fi, Company USB Hostel feature.",neutral
मैट फिनिश बैक पैनल दायीं तरफ पावर बटन रियर पैनल पास सिम माइक्रोएसडी कार्ड स्लॉट ।,Matt Finnish back panel on the right side power button rear panel pass SIM MicroSD card slot.,neutral
"फुल एचडी कारण स्क्रीन कलर काफी बेहतर दिखते , व्यूइंग एंगल फोन अच्छे ।","Full HD causes screen color looks much better, viewing angle phone good.",positive
पुराने 49 इंच मॉडल खासियत थीं जिसमें 4k uhd डिस्प्ले ।,The old 49 inch model features were 4K UHD display.,neutral
164 ग्राम वजन वाला फोन ब्लैकबेरी 10 ओएस वर्जन 1021 चलता ।,The phone weighing 164 grams of Blackberry 10 OS version 1021.,neutral
बिना फ्लैश वाला कैमरा ।,Camera without flash.,negative
"एचपी स्लेटबुक एक्स2 कीमत 39,990 रूपये , कीमत बाज़ार आपको हाई एंड टेबलेट्स मिल जायेंगे ।","HP Slatebook X 2 Price Rs 39,990, price market you will get high end tablets.",neutral
"हमने टेबलेट गेम्स एप्स चलाये , आसानी चले ।","We run tablet games apps, easily.",positive
श्रीराम राघवन फ्रेम दर्शकों सावधान मुद्रा बिठा देते ।,Shriram Raghavan frame would have made the audience careful currency.,neutral
चारमीनार क्षेत्र टहलते इतिहास अवशेषों वर्तमान मिलता देखकर निरंतर आश्चर्य ।,The Charminar region is constantly surprised to see the History Remains Walking Remains.,positive
"चाहे टेक्स्ट , इमेज वीडियो बात , डिस्प्ले हर मामले काफी अच्छा साबित ।","Whether text, image video talk, display every case proved quite good.",positive
"सैमसंग पी620 देखने शानदार डिवाइस , जानदार परफार्मेंस देती ।","Great device to see the Samsung P620, gives a life -long performance.",positive
हालांकि इनमें हर काम होंगे विशेष जरूरत चुनिंदा लोगों मसलन डॉक्टर्स काफी उपयोगी होंगे ।,"Although every work will be special in these, select people like doctors will be very useful.",neutral
बार स्वानंद किरकिरे शांतनु मोइत्रा जादू जगा पाए ।,Bar Swanand Kirkire Shantanu Moitra woke up the magic.,negative
जिंक क्वाड 8 मल्टीमीडिया एप्स अच्छी चलते अन्दर अच्छी मल्टीटास्किंग क्षमता ।,Zinc quad 8 multimedia apps good multitasking capacity inside.,positive
इससे केबल समय टैबलेट चार्ज एक्सटर्नल हार्ड ड्राइव ऊर्जा दे ।,This gives the cable time tablet charge external hard drive energy.,neutral
इन कै मरों आसानी चैटिंग प्रोग्राम शूट किए ।,In these cai di daro sail chatting programs.,positive
गैलेक्सी नोट 800 डिस्प्ले काफी अच्छा ।,Galaxy Note 800 display quite good.,positive
"फ़ोन डिस्प्ले ठीक ठाक कोनो देखने ठीक नज़र आता , आपका वीडियो देखने मज़ा किरकिरा ।","The phone display looks fine to see the correct corner, you have fun to watch the video.",negative
एलिफेंटा गुफाएं सात गुफाओं सम्मिश्रण जिनमें पांच हिंदू बौद्ध गुफाएं ।,Elephanta Caves Seven Caves Membrants including five Hindu Buddhist caves.,neutral
उद्यान बाघों विश्व भर प्रसिद्ध ।,Garden tigers famous around the world.,positive
अच्छी रोशनी फोटो स्पष्ट आते नोइज़ी रहते ।,Good light photos would come clearly noisy.,negative
हमने एप्प प्रयोग तथा स्क्रीन पांचों उंगलियों टच अच्छी प्रतिक्रिया दी ।,We used app experiment and screen five fingers.,positive
"छोटे छोटे दृश्यों जोड़ गति रहती , संवादों पींग मिलती रहती ।","Small scenes were added to the pace, dialogues would get ping.",neutral
अगर जी3 स्टाइलस डिस्प्ले बड़ी कमी कहें गलत होगा ।,If the G3 stylus display will be wrong.,negative
उम्मीद कम कैमरा ।,Hope less camera.,negative
अनुशासित कठोर माहौल परिवार चुलबुली लड़की आती उन्मुक्त नैसर्गिक गुणों व्यवस्था बदल देती ।,The disciplined rigorous environment would change the system of the family bubbly girl.,neutral
होमी अदजानिया निर्देशित फाइंडिंग फैनी मूल रूप इंग्लिश फिल्म ।,Homi Adajania -directed Finding Fanny original form English film.,neutral
लेनोवो फ्लैक्स 2यह लैपटॉप कंपनी बजट डिवाइस जिसकी 14 इंच स्क्रीन ।,Lenovo Flax 2 This laptop company budget device whose 14 inch screen.,neutral
यहां बच्चों बड़ा पार्क ।,Children big park here.,neutral
टचपैड काफी बड़ा ।,The touchpad is quite large.,neutral
भारतीय समाज समलैंगिकता सही समझ विकसित ।,Indian society develops homosexuality correct understanding.,neutral
लैपटॉप स्क्रीन 34 सेमी वजन 135 किलोग्राम तीन पाउंड कम ।,Laptop screen 34 cm weight 135 kg three pounds.,neutral
फाइव प्वाइंट टच 43 आसपेक्ट रेशियो ।,Five point touch 43 aspect ratio.,neutral
समर्थ अभिनेता मौजूदगी संवादों मोहताज ।,Samarth actor presence dialogues Mohtaj.,neutral
यूट्यूब समझने ज्यादा परेशानी मनोरंजन पर्याय आज समय यूट्यूब ।,Understanding YouTube more troubles entertainment synonym today time YouTube.,positive
नए डेस्कटॉप ।,New desktop.,positive
भुज हस्तशिल्प लेकर आपके दिलचस्पी गुजरात भुज समय बिता ।,You spent your interested time with Bhuj Handicrafts.,positive
लेनोवो जेड50यह मल्टीमीडिया नोटबुक जिसकी 156 इंच एचडी डिस्प्ले ।,Lenovo Z50 This multimedia notebook with 156 inch HD display.,neutral
जरिए स्पोर्ट्स चैनल ऑनलाइन कंटेंट देखा ।,Through the sports channels viewed online content.,positive
"गद्दे ओर खास बात सोने आपको टीवी देखनी उसें चलाने उठकर जाने जरूरत , क्योंकि वाय फाय सुविधा दी गई जिससें उसें कनेक्ट चालू ।","The mattress and the special thing, gold, you need to get up by watching TV, because it was provided with the facility that it started connecting.",positive
परफॉरमेंस बेहतर बनाया ।,Make the performance better.,negative
बैक पैनल मैट फिनिश अच्छी ग्रिप देती ।,The back panel matte finish would give good grip.,positive
पॉवर वॉल्यूम रॉकर ऊपर दाहिने कोने लगे तथा सामने दिखायी देते ।,The power volume rocker began the right corner above and would be seen in front.,neutral
"फिलहाल , कोइ वीडियो वॉयस कॉल सपोर्ट ।","Currently, some video voice call support.",negative
स्टैंड टीवी आसानी रखा ।,Stand TV kept ease.,positive
फिल्म एकमात्र कमजोर पक्ष उसका असरहीन गीत संगीत ।,The film's only weak side music music.,negative
हालांकि हमने हिंदी साइट न्यूज एडिट कोशिश टेक्स्ट काफी उलझे तरीके दिखे ।,"However, we saw Hindi site news edit effort text quite tangled.",negative
इस्तेमाल कंपनी यूएसबी मिनी फुल यूएसबी मिनी कनवर्टन ।,Used company USB Mini Full USB Mini Kanrat.,neutral
बीच बीच याकों समूह जरूर दृष्टिगोचर जाता ।,Beach yakk groups would definitely be visible.,neutral
"बार पूरी चार्ज , बैटरी सामान्य इस्तेमाल दिन लगातार वीडियो देखने 34 घंटे wifi वेब ब्राउजिंग 4 घंटे पॉवर बैकअप देती ।","Bar full charge, battery general use day continuously watching videos 34 hours WiFi web browsing would give 4 hours of power backup.",neutral
अलावा वीडियोकॉन खेमें vt75c नाम दूसरा मॉडल जिसमें 7 इंच स्‍क्रीन दी गई 800 x 480 रेज्‍यूलूशन सपोर्ट करती ।,Apart from Videocon Kansi VT75C names second model in which 7 inch screen would support 800 x 480 resolution.,neutral
5 एमपी रीयर तथा 12 एमपी फ्रंट कैमरों लैस एंड्रॉयड 44 किटकैट काम ।,5 MP rear and 12 MP front cameras equip Android 44 KitKat Work.,neutral
कहानी विक्रम भट्ट लिखी किरदार स्वयं मौजूद ।,The story Vikram Bhatt written the character himself.,neutral
"हिंदी पहली ऐसी फिल्म , जिसमें नॉनवेज व्यंजनों खुलेआम उल्लेख ।",Hindi is the first film in which non -veg recipes openly mention.,neutral
विशाल भारद्वाज फिल्मों लतीफे मजाकिया किरदार रहते ।,Vishal Bhardwaj used to live a funny character Latif.,neutral
"डीवी6 हम टेस्ट वो लेनोवो आइडियापैड जेड580 सोनी एसवीएस151115एफएनबी प्राइस सामान , लगभग 65,000 रूपये ।","DV6 Hum Test Woh Lenovo Ideapad Z 580 Soni SVS 151115 FNB Price Goods, around Rs 65,000.",neutral
"गेमिंग स्वीकार योग्य , कैमरा अच्छा अौर पॉवर बटन स्थान त्रुटिपूर्ण ।","Gaming acceptable, camera good and power button location flawed.",negative
customizable band ।,Customizable Band.,neutral
मजेदार चीज लगे तीन 185 डिग्री फिश आई लैंस ।,Three 185 degrees fish I lens were found funny.,neutral
होमस्क्रीन एस्पेक्ट रेशो ठीक ।,Homescreen aspect ratio fine.,negative
फिल्म विजुअल इफेक्ट्स अच्छे ।,Film visual effects good.,positive
दिलचस्प बात लगभग कीमत लिनोवो एस400 माडल इंटल कोर 3 प्रोसेसर मिल परफार्मेंस मामले बेहतर ।,"Interestingly, the price Linovo S400 Model Intal Core 3 Processor Mill Performance Cases Better.",negative
कंपनी कैमरे 79 ऑटोफोकस टिटेक्शन 15 करोड़ प्वाइंट्स ।,Company Camera 79 Autofocus Tetting 15 million points.,neutral
टेबलेट डिस्प्ले ज़गह स्वाइप करके स्क्रीन अनलॉक ।,Unlock the screen by swiping the tablet display.,positive
सिम कॉलिंग बढ़िया काम करती गर्माने समस्या ।,SIM calling performs a lot of hot work.,neutral
सोनी अच्छी रचना मात्र देखने योग्य ।,Sony is just a good creation.,positive
"अलावा , av rca पोर्ट बाएं तरफ , rca ऑडियो वीडियो इनपुट आउटपुट काम आता ।","In addition, AV RCA port on the left side, RCA audio video input output is useful.",neutral
230 v पावर सप्लाई जरूरत ।,230 V power supply requirement.,neutral
फिल्म देखने बैठते धीरे धीरे इससे बंधते चले जाते आगे जाकर आपको समझ आता देश न्याय व्यवस्था कैसे पेंच ।,"Sitting down watching the film, slowly, you would understand how the country would have screwed the judicial system.",neutral
इन दिनों हर फिल्मों एक्टर इमेज संवादों दृश्यों डालने चलन बढ़ा ।,"These days, every film actor image dialogues increased trend.",neutral
सारे प्रीलोडेड सॉफ्टवेयर एप्स जिनको अनइनस्टॉल ज़रूरी क्योंकि इस्तेमाल व्यवधान डालते ।,All preloaded software apps that require uninstalls to disruptions.,negative
हालांकि फिंगरप्रिंट मैग्नेट प्रयोग थोड़ा रिफ्लेक्टिव ।,However fingerprint magnet use slightly reflective.,negative
रोमांचक मनोरम यात्रा जरूर जाइये ।,Go to exciting panoramic journey.,positive
रीमेक बना हों कथित ऑरिजिनल कहानी चुन हों ।,"Remake should be made, the alleged origned story should be selected.",neutral
अलावा कैमरे एपीएस सीएमओएस 203 मेगापिक्‍सल सेंसर लगा जिसके हाईब्रिड ऑटो फोकस सिस्‍टम इनबिल्‍ड ।,"Apart from the camera APS CMOS 203 megapixel sensor, Hybrid Auto Focus System Inbuilt.",positive
"टीवी h265 , h264 , mpeg4 , and real वीडियो डिकोडिंग सपोर्ट फीचर दिए ।","TV H265, H264, MPEG4, and real video decoding support features.",neutral
