text,Translated,experience
आर्ट डायरेक्टर अमित रे भरपूर सहयोग ।,The Art Department of Artificial Renovation.,positive
कम - प्रकाश तस्वीर खींचने जी3 आईफोन बेहतर ।,To draw at least a light picture is better than a phone call.,positive
"दीपिका पादुकोण , अभिषेक बच्‍चन , सोनू सूद , बोमन ईरानी विवान शाह ।","Weapons, anointed survivors, sou interest, Boman Iranian Gonfk.",neutral
कारण फिल्म बोर ।,That's why it's good to have a movie.,positive
"क्सपीरिया ज़ेड वन कॉम्पैक्ट स्मार्टफ़ोन आपको मिलता उपयुक्त आकार , बेहतरीन हार्डवेयर शक्तिशाली प्रदर्शन ।","The Psychologist Willie Cyberphone gives you a suitable shape, the best hardware display.",positive
कान्हा राष्ट्रीय उद्यान लगे रिसोर्ट पर्यटन व्यवसायियों बैगा ओलिंपिक अधिक अधिक पर्यटकों लायें ।,"For example, in the United States alone, the number of tourists in the United States has increased by 10 percent, while the number of tourists in the United States has increased by 10 percent.",neutral
"पहला स्पीकर पीछे तरफ , इसलिए म्यूजिक आपको हमेशा स्पीकर लगाने जरूरत पड़ती ।","The first speaker looked back, so Mugregic would always need to set you speaker.",negative
"अगर 4 जीबी पूरी एक्सेसीबल शायद फोन सिफ़ारिश , विभाजन बड़ी निराशा बना ।","If 4 GB is fully accessable, the phone intercession may be a great disappointment.",negative
मौलिक इनोवेटिव कहानियों कंगाली मौजूदा दौर ' जेड प्लस ' फिल्मकारों दर्शक दोनों उम्मीद प्रेरणा किरण ।,Originally innovative stories present world conditions will be 'De plus' filmmakers both hope inspiration.,neutral
LED 42 इंच 4K UHD ।,LED 42 inches 4K UHD.,neutral
कारण दर्शक फिल्म जुड़ पाते ।,"As a result, the audience would be able to join a movie.",negative
कभी कभी सुस्त जाता ।,Sometimes it's hard to slow down.,negative
"360 डिग्री फोटो वीडियो शूट सक्षम , वायफाय होगा स्मार्टफोन - टेबलेट कनेक्ट ।","360 Degrees of photos are able to shoot video, yy will be the smartest contact.",neutral
गर टैबलेट मालवेयर इंस्टॉल टैब मौजूद सेंसिटिव डाटा सुरक्षित रहेगा ।,Girls will be safe intravenousst checkups for sensitive data available.,positive
"5.3 इंच चौड़ा , काफी ज्यादा ।","5.3 inches wide, much more.",neutral
"वैसे हमने यूज , हम 1080पी 40एमबीपीएस एमकेवी सैंपल क्लिप प्ले करवा पाए , हालांकि बाकी फाइल फॉर्मेट्स सिस्टम सपोर्ट ।","Well, we were able to have 1080P 40b bucks terrorist clips, even though the rest of the file format systems were supported.",negative
बलूगा बेड स्मार्ट गद्दे बनाया नॉथ लंदन रहने काटन ।,"By the end of the 18th century, London had become one of the world's most popular cities in the world.",neutral
टेबलेट एंड्रायड 4.1.2 जेली बीन ऑपरेटिंग सिस्टम काम आसुस कस्टम लांचर ।,Tablet and Redd 4.1.2 Prisoning System Operating Custom Launcher.,neutral
गाड़ी उतर हम जंगल घुसे इन कच्ची फलियों स्वाद लिया ।,We had to get down to the forest and tasted the raw fruits.,neutral
बेहतर होगा चमत्कारिक दबावों बचें ।,It would be better to avoid miraculous pressures.,neutral
ऑडियो सिस्टम बात आवाज काफी अच्छी लाउडस्पीकर म्यूजिक सुनने अनुभव अच्छा ।,"The audio system voice is quite good to hear, especially when it comes to listening.",positive
बढ़कर फीचर ।,More features.,positive
"इंडिया पहला वॉकवे , जिसमें आपको बताया जाता भालू जानवरों कैसे बचाया जाता ।",India is the first one to save the bear animals from which you would be told.,neutral
"8.9 इंच टेबलेट खुबसूरत टिकाऊ हार्डवेयर मात्र 14,999 रु बजट मूल्य उपलब्द ।","8.9 inch [9 cm] in diameter rich hardware plus only 14,999 Ringings.",positive
परंतु काम सीधे उलट ।,But the work was direct.,negative
फोन मामले साइनोजन ऑपरेटिंग सिस्टम 11 बड़ा प्लस पॉइंट ।,Phone case signing systems 11 big plus Point.,positive
"सैमसंग मुताबिक Galaxy S6Edge इस्तेमाल ग्लास , 800 डिग्री सेल्सियस तापमान मोड़ा ।","Samson said that Glaixy S6EEEX use Glass, 800 degrees Fahrenheit [800 ° C].",neutral
2 जीबी रैम यूज 8जीबी इंटरनल स्टोरेज स्पेस ।,2 GB RAM RAM 8Gb Inter there is an international store place.,neutral
डिजाइन बात किंडल वोएज 6 इंच डिस्प्ले स्क्रीन ईपेपर टेक्नोलॉजी फ्रंट लाइट दी गई ऑटोमैटिकली एडजस्ट जाती ।,Design Kidle vegetum 6 inches [9 cm] in the display screen's etrophynology frontend light would be automatically adjusted.,neutral
कीमत उपलब्ध अन्य विकल्पों नज़र डालें लुक फील काफी बेहतर ।,The cost is much better to look at other options available.,positive
"बैरोमीटर , गेयरोस्कोप , कंपास , हर्ट - रेट मॉनिटर ।","Haters, hypnotizers, compasss, Hert - Rate Monitor.",neutral
"टैबलेट प्लास्टिक केसिंग पूरी रंग , इससे महीनों इस्तेमाल बदरंग धुंधली सी जाएगी ।","If you want to use it properly, you will need to make sure that you have the right frame of mind and that you have the right frame of mind to use it wisely.",negative
भूमिका जैकी श्राॅफ अनफिट लगते ।,The role would be Jackie Schaff.,negative
"ब्लैकबेरी सर्विस प्रीलोडेड - ब्लैकबेरी हब , बीबीएम , टाइम शिफ्ट , स्टोरी मेकर कैमरा फीचर्स बीबी 10 ब्राउजर ।","Blackberer service preloaded - Blackberb, BM, Time shift, camera features 10 browsers.",neutral
विंडोज फोन यूजर्स ऐप स्टोर काफी सारी ऐप मौजूद ।,Windows phone user accesss a lot of app store.,positive
फोन फ्रंट रियर कैमरा इस्तेमाल सुविधा अन्य एंड्रायड फोन उपलब्ध ।,Other and more phone calls are available.,positive
केनन 1200डी कैमरे लैंस किट दी गई जिनके चलते सुपर्ब रिजल्ट देता ।,"Canon 1200D camera cameras, whose movement would take over the supertanker.",positive
आपके सिस्टम डाटा एनर्जी दोनों सेव ।,Both your system data run away.,positive
विक्रम भट्ट 3डी तकनीक दक्ष ।,Vivid furnace 3D technology consists of a three - and - a - half - year - old atom.,neutral
अधिक बटन नुकसान इससे डिवाइस लुक्स कमी जरूर आई ।,More button damages came to a loss of device lookups.,negative
"हालंकि खास बात , सोने दौरान आपको होगा ।","You're going to have to sleep, especially during sleep.",neutral
"इसमे गेम्स , वेब ब्राउज़िंग विभिन्न एप्स आसानी इस्तेमाल किये |","Inggg games, using different modes",positive
"हालांकि , स्क्रीन रेजोल्यूशन तथा साउंड आउटपुट मजेदार ।","However, the screen resolution and the sound output fun.",positive
याद केवल चुने डॉन्गल्स काम ।,Remember only the selected Drongs work.,negative
अच्छी वीडियो रिकॉर्डिंग केपेबिलिटी ।,"It is also important to keep in mind that our Creator, Jehovah God, is the Source of life - giving wisdom.",positive
4K 3840 X 2160 पिक्सल रेजोल्यूशन डिस्प्ले क्वालिटी सपोर्ट ।,4K 3840 X 2160 Pixel Resolution Quality.,neutral
स्मार्टफोन आपको मार्टिन नोटिफायर एप डाउनलोड फोन सिंक ।,Smartphone covers you with Martin Noteor Downloadner's new phone.,neutral
"टैबलेट एंड्रॉयड 4.0 आईसीएस Android 4.0 ICS आधारित , कीमत 12,000 रुपये ।","Espresso Andi 4.0 ICS and ICS based on 4.0CS, prices 122,000.",neutral
अन्दर लगे मल्टीटच एप्लीकेशन जांचने सुविधा देता टच सही काम ।,"In the middle, a multitropical test would allow the touch to do the right thing.",neutral
कीमत 295 डॉलर ।,The cost is 295.,neutral
बाजार मौजूद अन्य ओक्टा - कोर स्मार्टफोनों मीडीयाटेक MT6592T प्रोसेसर संचालित जिसकी क्षमता 1.7GHz एआरएम Mali450 MP4जीपीयू ।,"The market present another Oakta - corrléat MT592T process, with the capacity of 1.7GHZZZMM 050PPU.",neutral
सोमनाथ : ऐतिहासिक लूट पुनर्निर्माण कहानी गुजरात सोमनाथ मंदिर हमेशा विदेशी सैलानियों आकर्षण केंद्र ।,Monthath: History of historical booty that will pass through the rebuilt Temple Temple forever with foreign tourist attractions.,positive
कीमत 385 डॉलर ।,The price was $85.,neutral
प्रकार कोशिश हटते अब स्पीकर्स विविधता लाता प्रतीत ।,The speaker now seems to bring the variety of effort.,neutral
"5 मेगापिक्‍सल रियर कैमरा 0.3 मेगापिक्‍सल वीजिए फ्रंट फेसिंग कैमरा , इंटरनेट वॉयस कॉल टैब सिम स्‍लॉट बना ।","5 Megapirophysic camera 0.03 Megapes Front Front Frontet camera, the Internet call tablott.",neutral
टैबलेट गुणवत्ता तथा परफार्मेंस मामले कीमत मद्देनजर न्याय करती ।,"For example, in the United States, for example, a group of young men and women in the United States have been told that they should be honest about what they want to do and that they should be careful about what they want to do and what they want to do.",positive
जंगल नीलगाय चिंकारा सहित हर वन्यप्राणी पेड़ ।,Each animal with its hypothetical bureaucracy.,neutral
"Quad Core Processor , 1 GB RAM , परफॉरमेंस अच्छी ।","Qind Corporation, 1GB RAM, better at Perfminus.",positive
महज 2 पाउंउ वजनी नए मैकबुक एलईडी बड़े बटन दिए गए ।,The duplicating 2 pups were presented with big buttons.,neutral
"एलजी जी3 फैबलेट परफॉर्मेंस केवल तभी ठीक काम इससे मात्र कॉल , मेल चेक वीडियो देखने परंपरागत काम ।","The platform on the LGGP (3b) platform is simply the right thing to do, seeing only the call, mail check videos.",negative
जिसके नाम सुनकर सैलानी खूबसूरत प्रदेश ओर रुख ।,"The sight of the visitors, whose names have been called, moved to a beautiful region.",positive
वन्यजीव प्रेमी यहां अनेक अद्वितीय दुर्लभ प्रजातियों जानवर देख ।,Look at many unique rare species of animal here.,positive
दोनों सिम फोन 4जी सपोर्ट ।,Both Sime phone 4G support.,neutral
' रॉय ' लगातार उलझती उलझाती जाती ।,""" Roy'would get involved constantly.",neutral
दर्शकों भरपूर आनंद देगी ।,The audience will enjoy an abundance of joy.,positive
"तथा अतिरिक्त एप्लीकेशन अलावा जिनकी चर्चा हम ऊपर पैराग्राफ चुके , ऑपरेटिंग सिस्टम मिलाकर स्टॉक संसकरण ।","And besides the extra Appration, which we have discussed above, the operating system will be stocked up.",neutral
कम कीमत बावजूद 1.2 गीगाहर्ट प्रोसेसर 3200 एमएएच दमदार बैटरी इनबिल्‍ड लम्‍बा बैटरी बैकप प्रोवाइड करती ।,"Despite the low cost, 1.2 gephret procession process would produce a 320 - year - old substandard battery in the lubricate battery back to the back.",positive
सर्दियों यहां स्नोफॉल मजा ले ।,The winter is a time for cooling down here.,positive
हालांकि हमने गिराकर देखा देखकर लगता - तीन बार गिरने डिवाइस नुकसान होगा ।,"Although we saw a fall, it would seem to be three times a fall device that would harm us.",positive
", इससे बड़ी चिंता उसकी खासियत अस्तित्व बचाने ।",A major concern for the survival of the person is his unique concern.,neutral
पीके फिल्माए गाने अतिरंजित अनावश्यक ।,"If you are reading with a child, you will likely find it helpful to read a portion of the Bible carefully.",negative
"अलावा , लुप्तप्राय जानवरों ।",This is especially true of other species in the world's population.,positive
हालांकि कीमत 21900 रूपए ।,"However, the cost was 21,900.",neutral
इतना बल्कि मशीन इतनी एडवांस यूजर मर्जी अनुसार मोटी पतली रोटियां इससें बनवा ।,"The machine is built with thick red loaves, which are made up of such a machine as Adinus Marsecher.",neutral
तीसरी 18 कैरेट गोल्‍ड उपलब्‍ध Apple Watch ।,"A third 18 - year - old girl who lost her baby in a traffic accident said, ""I'm not sure if I'm going to have a baby. """,neutral
"डिस्प्ले क्वालिटी बात ब्राइट , तेज धूप विजिबिलिटी दिक्कत आती ।","Display quality would be difficult, fast - moving heat.",positive
कम कीमत टैबलेट मद्देनजर टैबलेट परफार्मेंस रेटिंग अच्छी कही सकती ।,A low price can be said to be a low - priced rating.,positive
देश - दुनिया आर्थिक विकास दौर स्पष्ट दिखाई दे बहुराष्ट्रीय कंपनियां स्थानीय उद्यमियों व्यापार निगलने नष्ट रही ।,The nations - world economic developments clearly show that the majority of international trades were wasting away local trades.,neutral
फिल्में निश्चित फॉर्मूले चलती ।,The film was followed by a fixed form of music.,neutral
"पावरफुल मशीन ज्यादा बैटरी - लाइफ उम्मीद सकती , दृष्टिकोण बैटरी परफॉरमेंस संतोषजनक ।","The powery machine may expect more battery - life, viewpoint satisfaction on battery.",neutral
"ऑफिस इस्तेमाल स्थिति हमने क्रोम ब्राउज़र टैब्स खोले माइक्रोसॉफ्ट वर्ड डॉक्यूमेंट एक्सेल स्प्रेडशीट्स बैकग्राउंड आइट्यून्स चलाया , हमें परफॉरमेंस कमी दिखाई ।","Office used state we opened the chromb browser tabs on Microsoft Word Exploration ground, showing us a lack of constipation.",positive
सामान्य चाहतों सवाल ।,Common desire questions.,neutral
"यहां टेस्ट ट्रैक बना , मिनिएचर फॉर्म रोड साइन्स सिग्नल्स , रेड लाइट , स्पीड ब्रेकर्स लगे ।","A test track was built here, mink form form form form form form form form, road signalers, red lights, speed breakers.",neutral
अगर 32 जीबी अपग्रेड चाहेंगे तीन हजार रुपये अतिरिक्त खर्च आएगा ।,"If 32 greggled, there will be three thousand dollars spent.",neutral
"Curved Edge वाली डिजाइन अलग फायदे , Curved Edges कारण फोन दिखने 7mm पतला लगता ।","Curved Edge design has different benefits, but the phone seems to be 7mm short because of the camera's design.",positive
"मीडियापैड 10 लिंक टेबलेट सामने तरफ फिजिकल बटन , सिर्फ फ्रंट फेसिंग कैमरा ।","Media Trond 10 Linket before the front of the table, the Fronting camera only.",neutral
यहां नमकीन पानी रहने मगरमच्छ मिलते ।,The saltwater crocodile would be there.,neutral
उम्मीद मुताबिक 11.6-इंच डिस्प्ले साइज़ हिसाब विवोबुक एफ202ई काफी कॉम्पैक्ट ।,"As expected, the 11.6-Internal display of the 11.6-Internal count is quite compact.",positive
"डिसप्ले केपेसिटिव टच टेक्नोलॉजी प्रयोग इसलिए स्क्रीन अंदरूनी मोड़ , डिवाइस फ्रंट इवन फिनिश ।","So the screen's inner turning, the tool frontend.",neutral
शायद सैमसंग मोबाइल श्रेणी सर्वश्रेष्ठ ।,Perhaps the Sam Young Mobile Class is the greatest.,positive
हमारी नज़र एक्सपीरिया ज़ेड वन कॉम्पैक्ट बेहतरीन स्मार्टफ़ोन्स खरीद ।,"Our eyes were focused on the motiond forest of the Consuming Best Smartphones, which was purchased by the Watch Tower Society's branch office of Jehovah's Witnesses in Brooklyn, New York.",positive
इंस्टॉल स्मार्ट एप बताता कब प्रेशर कूकर जांच जरूरत उसमें खराबी आई ।,"Instinctive Smart App, it was damaged when pressure leaks were needed to check.",neutral
दरगाह अजमेर शरीफ भारत बड़ा महत्व ।,"For example, in the United States alone, only 1 percent of the world's population are infected with HIV, the virus that causes AIDS.",positive
ध्वनि अच्छी गुणवत्ता ।,Sound quality.,positive
यहां ऐतिहासिक गुरुद्वारा गर्म पानी चश्मे मन मोह लेते ।,This would be the warm water source of the historical leader's love.,positive
भारतीय बाजार मोटोरोला ' मोटो एक्स ' उपभोक्ताओं लुभावना मौका ।,Indian Market Motorola'Moto X'ernas have a fascinating opportunity.,positive
फिल्म अंत सरप्राइज प्रभावी बन पड़ा ।,The movie ended with a triumphal campaign.,positive
खैर हम लोग कबी Kabi फेनसांग Phensang सड़क हालात देख मन मन राम - राम जपते गए !,Well we turned to mind Rama - Ram!,negative
अलावा 1366 गुणा 768 पिक्सल रिजोल्यूशन हाइ डेफिनेशन एलईडी डिसप्ले अच्छा ।,"In addition, 1366 times 768 degrees Fahrenheit [16 ° C].",positive
मैसेंजर अब ब्लैकबेरी स्मार्टफोन सीमित ।,The Messenger now limited the Blackberephone.,positive
डिजाइन मामले Yu Yuphoria अच्छा दिखता ।,Design case looks good at Yu Yuphoria.,positive
एंड्रॉयड 4.4 किटकैट ओएस काम ।,Android 4.4 Kitt OS work.,neutral
सैमसंग नया कर्व्ड थ्रीडी 4के टीवी ।,"Several times, though, it's hard to find out what I'm thinking about. """,neutral
", तरफ ध्यान ।",Focus on it.,neutral
गेम बार मुश्किल मालूम देता ।,The game would be difficult.,negative
मल्टीप्लेयर छोटी स्टोरीलाइन ।,Multimedia small storeline.,negative
हाई - एंड एचपी नोटबुक्स लुक्स हमेशा बेहतरीन – अत्याधुनिक एग्रेसिव लुक हर भाते ।,High - and More HP Grant Looks for the Best Exploitive Look at Hermine.,positive
कैमरे बनाने वाली कंपनी निकोन 1 सीरीज कैमरों इजाफा सीरीज शानदार कैमरा लेकर आई ।,The camera consisted of a 30 - minute camera with an impressive camera.,positive
छोटी स्क्रीन सही ब्राउजिंग बेहतर तरीके एप्लिकेशन मजा ले ।,Short screen right browsing better enjoy a better way of life.,negative
फेसबुक सिक्योरिटी चैकअप फीचर पॉपअप यूजर्स दिखाइ देगा ।,Facebook security checkup features will show popup users.,neutral
"दिखने बड़ा , वजन हल्का हाथ आसानी फिसलता ।","Smuggling the weight, the light arm would slip easily.",positive
दोनों टैबलेट एंड्रॉइड 4.2.2 वर्जन ऑपरेटिंग सिस्टम काम करेंगे ।,Both equipment and software will operate operating systems.,neutral
सिम कार्ड लगाए इस्तेमाल समय दूसरा सिम कार्ड सक्रिय होगा ।,The second symbolic card used by the symbolic card will be active.,neutral
टेबलेट सामने तरफ स्पीकर्स ।,The tablekeepers on the front side.,neutral
"अलावा इन गुफाओं शिल्पर कला कक्षो अर्धनारीश्वर , कल्यौण सुंदर शिव , अंधकारी मूर्ति नटराज शिव उल्लेखनीय छवियां दिखाई गई ।","In addition, these caves have been shown remarkable images of art art artators, Cypriot God, Cypriot Chity Shiw, the darkness image.",positive
देवघर शांति भाईचारे प्रतीक ।,"The peace - loving brotherhood that God's people enjoy is the same as that of the apostle Paul, who wrote: ""The peace of God that excels all thought will guard your hearts and your mental powers by means of Christ Jesus. """,positive
सैमसंग टचविज़ यूजर इंटरफ़ेस कस्टमाइजेशन पर्याप्त स्कोप ।,"Sam Young People Ask - Answers That Work, Volume 2, published by the Watchtower Bible and Tract Society of New York, Inc.",positive
"पूरे एप्प , बायें दायें हाथ स्थित साइड मेन्यू अधिक अधिक ऑप्शन्स एक्सेस सामने खीचा पीछे ढकेला ।","The entire App, the left-hand menu, led more dragers to access.",neutral
कुलमिलाकर एपल वॉच इस्तेमाल खुशी ।,"It was a delight to be used in connection with the Watch Tower Society's headquarters in Brooklyn, New York, U.S.A.",positive
"1.3 गीगाहर्त्ज क्वॉडकोर मीडियाटेक प्रोसेसर , 1जीबी रैम , 4जीबी इंटरनल मेमोरी 32जीबी माइक्रोएसडी कार्ड सपोर्ट दिए गए ।","1.3 GGGHFFFFFFFFFRECK KTranc process, 1GB RAM RAM, 4GD MSDDDT was supported.",neutral
Micromax Canvas Juice2 5 इंच एचडी डिस्पले दी गई ।,McComormx C.P. Juice2 inches [5 cm] in diameter was given HDDR.,neutral
परफैक्ट ।,But the factory.,neutral
फुजीफिल्म मिनी 50एस सेल्फी टाइमर आया ।,"Fugffrom mls returned to 50s a.m., for example.",positive
योमकेश बताता भागलपुर - मुंगेर आया ।,"Yangkash, director - general of the Watch Tower Society's branch office of Jehovah's Witnesses, came along.",neutral
पॉपुला सिंगर अंकित तिवारी निराश ।,"It is not surprising, then, that when a person dies, he or she dies.",negative
छोटी भूमिका सिद्धांत कपूर ध्यान खींचते ।,A short role principle focuses on a·gaʹpe.,positive
देख लगता फिल्ममेकर क्या सोचकर फिल्म बनाई ।,"The film was filmed, and the film was about to be filmed.",neutral
ऐसा लगता फिल्म सीमित बजट जल्दबाजी बनाई गई ।,It would seem to be an limited budget.,neutral
देखना होगा वास्तव फीचर कितने प्रभावी ढंग लम्बे समय काम पाता ।,How effective it would be to see true features work long hours.,neutral
लो एंड डिवाइस चलने योग्य ।,Take and carry the device.,positive
बैटरी कमज़ोर ।,Battery weakens.,negative
हालांकि हम जानते गूगल मैप्स सूचनाएं बेहतर तरीके मुहैया कराता हर वक्त जानकारी सही ।,"However, we know that it would be best to provide a better way of handling Google Meps information at all times.",neutral
सड़कमार्ग - देवघर भारत प्रमुख शहरों सड़कमार्ग जुड़ा ।,The street road - godhouse India's leading cities link the road.,neutral
"डिस्प्ले कोरनिंग गोरिला ग्लास प्रोटेक्शन , जिससे खरोंच सुरक्षित ।","The display Coordinate Glassa Glassite, which protects the scratch.",positive
भेटखोल ब्राह्मणी देवी पहाड़िया - पर्वत श्रृंखला ओडिशा सुंदर पर्वत श्रृंखला जहां चारों सुंदरता बिखरी पड़ी ।,The beautiful mountains of Odwanda series of beautiful beauty all around us.,positive
"फीचरों नजर डालें योटाफोन 4.2 जैलीबीन ओएस 1.7 गीगाहर्ट ड्युल कोर प्रोसेसर , 2 जीबी रैम , 1800 एमएएच बैटरी 13 मेगापिक्‍सल मेन कैमरा ।","Take a look at Jottephone 4.2 philosopher OS 1.7 Gibbler Coves Coor, 2 GB RAM, 1800 MAD battery 13th - Century Man camera.",neutral
बार सेटअप लेने एप्पल टीवी इंटरनेट HDMI पोर्ट जरिए टीवी कनेक्ट ।,"Time and again, the television media will connect TV with the HDMI port.",neutral
फ्रंट सेंटर तरफ पावर बटन ।,Power button on the Front Center.,neutral
"रंट उपरी भाग एक्सपीरिया जेड कॉम्पैक्ट ठीक जेड1 कॉम्पैक्ट दिखता , हालांकि नजदीक देखने पायेंगे डिस्प्ले साइज अधिक ।","The left-hand half-hand half-bye looks compact, though the display is larger than the display.",neutral
किरदारों खासियत दिल छूते ।,Let us see how this can be done in a practical way.,positive
"फोन कीमत 8,999 रुपये खरीदेगा तीन महीने मुफ्त असीमित डेटा उपयोग तथा असीमित एमटीएस एमटीएस कॉल सुविधा मिलेगी ।","The phone costs 8,999 rupees will buy three months of free unlimited data and unlimited MTS calls.",neutral
"इन दोनों डिवाइस HD ऑडियो स्पीकर्स , DTS स्टूडियो साउंड दिए गए ।","Both of these devices were given the HD audio speakers, Thomas S.",neutral
हर साल यहां अप्रैल सप्ताह सप्ताह ट्यूलिप फेस्टिवल आयोजन जाता पर्यटकों बीच लोकप्रिय ।,Every year tourists were held here on April week.,positive
हिंदी समाज देसीपन हंसाएगा ।,The U.S. government will laugh.,positive
"नील गाय , साम्भर , भालू , चीता तथा तेंदुआ जंगली जानवर यहां पाए जाते ।","The Nile, the pan, the bear, the leopard, and the wild animals would be found here.",neutral
"टैबलेट अन्य फीचर 7 इंच केपेसिटिव मल्टीटच स्क्रीन , माली 400 Mali 400 ग्राफिक प्रोसेसर 512 MB DDR3 RAM 1.5GHz प्रोसेसर , 8GB इंटरनल मेमोरी 32GB बढ़ाया ।","Other features other 7 inch [5 cm] incubic mtrop Screen, Mali 400 Photo-Glexix process of 512 MBR3 RMRM.5GHZ process, 8GB emotional memory 32GB.",neutral
"कनेक्टिविटी मामले टेबलेट हिस्से माइक्रो यूएसबी पोर्ट , एचडीएमआई आउट मेमोरी कार्ड स्लॉट ।","Connectivity Information Tablet: Microsoft USB port, HMI Out Memory slots.",neutral
एयरो खेल - जम्मू सानासर पैराग्लाइडिंग ।,Airo Games - Jambor paraglybing.,neutral
अभिषेक बच्‍चन डबल रोल ।,The anointing patient double rolls.,neutral
फिल्म हर कलाकार उम्दा अभिनय ।,The film is a perfect artist.,positive
निश्चित रूप बेहतर चुनाव ।,"Of course, the best choice.",positive
"ओलईडी स्क्रीन , एंड्रायड वीयर ।","OED Screen, and Andrd Wiir.",neutral
ऐप कमी ।,It's too late.,negative
"कड़ी कंपनी Mi Band शामिल , 999 रुपये कीमत वाला बैंड खासतौर बेहतर फिटनेस बनाया ।","Hard company Micand, including 999 bucks, made it especially better to fit.",neutral
एज शार्प जबकि सामने वाला हिस्सा ब्लैक ।,"As an agent, the front part has been black.",neutral
5 मेगापिक्सल रियर 1.1 मेगापिक्सल फ्रंट कैमरा मौजूद ।,There are 5 Mega Pixel Rirex 1.1 ° Front camera.,neutral
एप्स काफी तेज़ी खुलते सी स्थितियों खुलने समय लगता ।,"A few weeks later, I was taken to the police station, where I was taken to the police station, where I was taken to the police station.",positive
सक्षम गेमिंग मशीन ।,Enabled games machine.,negative
", सर्वश्रेष्ठ , मिड रेंजेज आपके ट्रैक्स दबा ​दिये जाने , खास तौर वोकल चालित म्यूजिक आवाज उतनी अच्छी होगी ।","Best, Mr. President, Mr. President of the Watch Tower Society, is one of the best sounds you've ever heard.",negative
"अलवा 12एफपीएस ब्रस्ट , इंडोर एरिया बड़ी साइज फोटो शूट शटर 1/8000 सेकेंड 28एमएम वाइड एंगल लैंस फीचर्स दिए गए ।","Elva 12FS Bststst, a large array of photo shot 1/8000 seconds given 28M & Igggetal features.",neutral
"सैमसंग गैलेक्सी टैब पी620 मल्टीमीडिया पॉवरहाउस अधिकतर ऑडियो वीडियो कोडेक्स सपोर्ट , यूजर एंड्रॉयड बाजार एप्पलीकेशन्स आसानी डाउनलोड ।","Samuel Grey's Music Tab, p. 146 Multimedia Places support most of the audio video codecs, download easily built in the U.S. Android marketplaces.",positive
"शब्दों स्पष्टता अच्छी , इ - बुक्स पढ़ने बढ़िया विकल्प बनाती ।","The words were clear, I would make fine choices in reading E - books.",positive
एंड्रायड जैलीबीन 4.1 रन ए 1000 16 जीबी इंटरनल मैमोरी सपोर्ट 32 जीबी एक्‍पेंडेबल मैमोरी ऑप्‍शन मौजूद ।,Andreed Zeli Javet 4.1 Run A 1000 GB Interborm support 32 gyb Aperable Mordor Morb was present.,neutral
"विभिन्न सोर्सेज र्इएच2 बारे कोशिश , बात स्पष्ट डिटेल असाधारण ।","Various source types try, the point is clear.",positive
"टेबलेट काफी अच्छे फीचर फ्लोटिंग एप्स , अच्छी वीडियो प्लेबैक क्षमता , कॉल क्षमता शानदार बनावट मौजूद ।","Tablets are quite good features of the activity Aps, good video playback capacity, a call capacity.",positive
"आगे तरफ , वीडियो चैटिंग , 2MP फ्रंट कैमरा ।","Next, video chatting, 2MP front camera.",neutral
"एंड्रायड 4.1 , जैली बीन आपरेटिंग सिस्टम फोन प्रोसेसर 1 गीगाहर्टज़ क्षमता ।","Andreid 4.1, Gely Bean Yourebing System Processor 1 Gester capacity.",neutral
"स्क्रीन टैब आपको चैट्स , कॉन्टैक्ट्स ग्रुप्स बीच नेविगेट सुविधा देता ।","The screen tab would provide a suggestive feature between chat rooms, Contcommos groups, and screen tabs.",positive
जगह प्रवेश खुद राहत महसूस करेंगे ।,The entrance will feel relief for itself.,positive
पांच रंगों बिक्री उपलब्ध ।,There are five colors of sale available.,neutral
फोन बॉक्स बाहर स्क्रीन गार्ड लगा ।,The phone box put the screen guard out.,negative
"इंटेक्स टीवी HDMI पोर्ट , VGA इनपुट पोर्ट , USB पोर्ट ।","Intex TV HDMI port, VGA Input port, USB port.",neutral
आश्चर्यजनक रूप अन्य परीक्षणों डीवी6 पीछे रह ।,Absorbingly other tests followed DV6.,negative
सुध महादेव - पटनीटॉप निकट 1225 मीटर ऊंचाई स्थित पवित्र जगह सावन जुलाई - अगस्त पूर्णिमा तीर्थयात्री त्रिशूल पूजा अर्चना ।,"Susdev - Hannipotop, located about 1225 feet [1225 m] in height, was a popular practice.",positive
"समर्पित कैमरा डिवाईस आकार देखकर होनी चाहिए , क्योंकि बाजूओं अतिरिक्त काफी सारी जगह ।",It should be viewed as a large amount of space on the side of the side.,negative
हालांकि स्टिल ईमेजेज निराशाजनक नही लगती ।,"Stolen Emejes, however, do not seem hopeless.",neutral
हिन्दूतीर्थ यात्रियों मंदिर ठीक उतना महत्व भारत केदारनाथ मंदिर ।,India's Anti - Semitic Temple is just as important as the Indian temple.,positive
पुष्कर राजस्थान अजमेर जिले प्रसिद्ध धार्मिक स्थान ।,"In the United States, for example, a third of the world's population have been affected by war, crime, crime, and war.",positive
"डिवाइस गूगल एंड्रॉयड आईस क्रीम सैंडविच 4.0 ऑपरेटिंग सिस्टम शुरूआती रूप काम , जिसके अन्य यूजर इंटरफेस ।","Device Google Android Issspoison 4.0 operating systems have a function of operation, with other user interfaces.",neutral
मौकों हम कॉपी - पेस्टिंग बेसिक फंक्शन्स आसानी पाए ।,There were times when we found it easier to copy - the basic functions of the culture.,negative
